City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Gombong,ID,-7.6072,109.5142,89.83,54,4,5.77,clear sky
351,Launceston,AU,-41.45,147.1667,52.81,97,90,8.01,overcast clouds
352,Amapa,BR,1.0,-52.0,70.84,100,81,1.68,broken clouds
353,Margate,GB,51.3813,1.3862,56.97,91,100,1.99,overcast clouds
354,Gweta,BW,-20.1833,25.2333,51.04,61,0,12.21,clear sky
355,Whitehorse,CA,60.7161,-135.0538,55.02,43,75,2.3,broken clouds
356,Ambon,ID,-3.6954,128.1814,86.14,74,40,16.89,scattered clouds
357,Maku,IR,39.2911,44.4521,69.15,31,0,7.2,clear sky
358,Henties Bay,NA,-22.116,14.2845,74.86,32,0,21.56,clear sky
359,Moose Factory,CA,51.2585,-80.6094,39.2,100,90,12.66,overcast clouds
360,Port Hardy,CA,50.6996,-127.4199,51.98,87,75,4.61,light rain
361,Rota,ES,36.6224,-6.3586,66.33,88,20,0.0,few clouds
362,Ponta Do Sol,PT,32.6667,-17.1,65.03,68,27,4.43,scattered clouds
363,Mnogovershinnyy,RU,53.9353,139.9242,33.8,97,100,10.38,light rain
364,Otane,NZ,-39.8833,176.6333,51.39,76,51,2.59,broken clouds
365,Quixeramobim,BR,-5.1992,-39.2928,70.09,95,69,1.74,broken clouds
366,Komsomolskiy,UZ,40.4272,71.7189,90.82,23,1,4.61,clear sky
367,Port-Gentil,GA,-0.7193,8.7815,78.76,89,40,10.36,scattered clouds
368,Vardo,NO,70.3705,31.1107,45.57,82,98,14.0,overcast clouds
369,Vestmanna,FO,62.1564,-7.1664,49.12,100,90,8.72,overcast clouds
370,Viedma,AR,-40.8135,-62.9967,46.85,53,55,7.7,broken clouds
371,San Isidro,PE,-12.1167,-77.05,63.99,93,90,7.38,overcast clouds
372,Vestmannaeyjar,IS,63.4427,-20.2734,47.73,80,69,18.7,broken clouds
373,Tigil,RU,57.8,158.6667,49.48,92,100,8.21,light rain
374,Constitucion,CL,-35.3333,-72.4167,50.9,84,33,7.94,scattered clouds
375,Pevek,RU,69.7008,170.3133,38.37,99,100,12.19,light rain
376,Weston,US,26.1004,-80.3998,81.01,86,94,1.99,overcast clouds
377,Shirokiy,RU,49.758,129.523,55.4,84,100,6.98,overcast clouds
378,Athens,GR,37.9795,23.7162,75.38,48,0,3.0,clear sky
379,Klyuchi,RU,52.2667,79.1667,61.27,36,23,18.34,few clouds
380,Zaysan,KZ,47.4667,84.8667,56.55,44,86,15.93,overcast clouds
381,Marsa Matruh,EG,31.3525,27.2453,71.8,64,0,11.5,clear sky
382,Caohe,CN,30.2297,115.4335,85.08,42,48,4.45,scattered clouds
383,Panama City,PA,8.9936,-79.5197,80.92,83,40,4.61,scattered clouds
384,Half Moon Bay,US,37.4636,-122.4286,61.81,81,75,3.44,broken clouds
385,Sarakhs,IR,36.5449,61.1577,91.54,33,0,25.32,clear sky
386,Severnyy,RU,50.677,36.5532,57.24,72,75,8.95,light rain
387,Oktyabrskoye,RU,43.0645,44.7417,60.94,82,75,3.71,broken clouds
388,Ortona,IT,42.3496,14.4039,76.39,63,98,1.77,overcast clouds
389,Baiyin,CN,36.5583,104.2081,85.08,7,14,13.73,few clouds
390,El Alto,PE,-4.2714,-81.2147,65.32,82,88,13.35,overcast clouds
391,Turukhansk,RU,65.8167,87.9833,40.8,65,99,11.03,overcast clouds
392,Illapel,CL,-31.6308,-71.1653,56.71,88,51,3.87,broken clouds
393,Nha Trang,VN,12.25,109.1833,96.8,61,99,11.54,overcast clouds
394,Kaseda,JP,31.4167,130.3167,69.03,91,100,8.32,light rain
395,Mangrol,IN,21.1167,70.1167,88.29,59,85,11.16,overcast clouds
396,Presidente Olegario,BR,-18.4178,-46.4181,53.19,73,6,4.94,clear sky
397,Ajdabiya,LY,30.7554,20.2263,72.81,41,0,11.97,clear sky
398,Baruun-Urt,MN,46.6806,113.2792,74.73,19,5,10.63,clear sky
399,San Felipe,VE,10.3399,-68.7425,71.73,98,97,1.48,overcast clouds
400,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,60.78,97,68,4.56,broken clouds
401,Talnakh,RU,69.4865,88.3972,31.78,95,100,9.78,light snow
402,Qaanaaq,GL,77.484,-69.3632,29.88,68,44,8.05,scattered clouds
403,Gabriel Leyva Solano,MX,25.6667,-108.6417,76.96,83,3,4.18,clear sky
404,Pisco,PE,-13.7,-76.2167,57.25,88,13,4.61,few clouds
405,Save,BJ,8.0425,2.486,73.87,94,98,7.49,overcast clouds
406,Bonfim,BR,3.0833,-59.95,76.62,85,76,2.53,broken clouds
407,Union,US,40.6334,-74.2663,67.89,95,1,0.0,clear sky
408,Walvis Bay,NA,-22.9575,14.5053,75.09,24,0,25.28,clear sky
409,La Ronge,CA,55.1001,-105.2842,62.85,45,20,1.14,few clouds
410,Bridlington,GB,54.0831,-0.1919,58.14,83,19,4.5,few clouds
411,Durres,AL,41.3231,19.4414,64.58,61,48,2.98,scattered clouds
412,Lebu,CL,-37.6167,-73.65,48.81,84,4,5.37,clear sky
413,Vanavara,RU,60.34,102.2797,56.89,32,93,6.53,overcast clouds
414,Khonsa,IN,27.0167,95.5667,67.82,98,100,1.45,overcast clouds
415,Teixoso,PT,40.3145,-7.4576,56.19,73,50,4.0,scattered clouds
416,Balsta,SE,59.5671,17.5278,66.29,60,0,2.91,clear sky
417,Devils Lake,US,48.1128,-98.8651,71.58,56,1,8.05,clear sky
418,Kontagora,NG,10.3999,5.4695,71.42,83,40,1.61,light rain
419,Aquiraz,BR,-3.9014,-38.3911,80.69,88,10,10.96,clear sky
420,Olafsvik,IS,64.8945,-23.7142,47.26,89,97,8.28,overcast clouds
421,Yeniseysk,RU,58.4497,92.1703,60.28,27,93,7.45,overcast clouds
422,Reserva,BR,-24.6503,-50.8506,54.97,90,0,2.46,clear sky
423,Port Hedland,AU,-20.3167,118.5667,84.25,30,90,12.66,overcast clouds
424,Changli,CN,39.7042,119.1506,90.03,15,30,12.37,scattered clouds
425,Dubrovka,RU,53.6907,33.5071,53.58,66,26,8.25,scattered clouds
426,Praya,CV,14.9215,-23.5087,73.94,64,40,16.11,scattered clouds
427,Luena,AO,-11.7833,19.9167,52.25,46,43,5.73,scattered clouds
428,Longkou,CN,37.6508,120.3286,70.74,57,0,8.05,clear sky
429,Port-Cartier,CA,50.0334,-66.8654,55.51,55,86,3.33,overcast clouds
430,Sambava,MG,-14.2667,50.1667,77.79,71,5,5.93,clear sky
431,Tahe,CN,52.3333,124.7333,68.97,26,41,9.98,scattered clouds
432,Jalesar,IN,27.4833,78.3167,103.24,21,57,9.62,broken clouds
433,Codrington,AU,-38.2667,141.9667,57.85,80,100,18.19,light rain
434,Victoria Point,AU,-27.5833,153.3,71.44,60,0,4.0,clear sky
435,Kerouane,GN,9.2667,-9.0167,70.21,96,13,3.71,few clouds
436,Tecoanapa,MX,16.5167,-98.75,82.87,72,99,4.47,overcast clouds
437,Saint-Pierre,RE,-21.3393,55.4781,80.28,65,0,3.44,clear sky
438,Nouakchott,MR,18.0858,-15.9785,85.93,49,16,13.24,few clouds
439,Fallon,US,39.4735,-118.7774,84.07,19,75,5.75,broken clouds
440,Chicama,PE,-7.8447,-79.1469,66.2,81,95,4.65,overcast clouds
441,Axim,GH,4.8699,-2.2405,78.37,85,91,0.18,overcast clouds
442,Sechelt,CA,49.4664,-123.7694,57.76,84,100,5.75,overcast clouds
443,Fare,PF,-16.7,-151.0167,81.12,71,43,8.48,scattered clouds
444,Magugu,TZ,-4.0167,35.7667,66.45,75,84,2.53,broken clouds
445,Waw,SS,7.7029,27.9953,78.87,70,94,2.89,overcast clouds
446,Neiafu,TO,-18.65,-173.9833,75.88,78,75,4.61,broken clouds
447,Sabha,LY,27.0377,14.4283,79.27,28,0,18.97,clear sky
448,Quba,AZ,41.3626,48.5152,69.89,51,2,7.45,clear sky
449,Kimbe,PG,-5.5502,150.1429,83.39,81,67,2.59,moderate rain
450,Cuamba,MZ,-14.8031,36.5372,61.97,77,87,8.14,overcast clouds
451,Begun,IN,24.9833,75.0,94.71,30,83,6.11,broken clouds
452,Lancaster,US,40.2504,-76.2499,67.98,84,21,5.08,few clouds
453,Bani Walid,LY,31.7566,13.9942,67.24,65,96,6.96,overcast clouds
454,Riyadh,SA,24.6877,46.7219,98.74,14,0,5.75,clear sky
455,Loandjili,CG,-4.7561,11.8578,78.91,89,75,5.75,broken clouds
456,Lompoc,US,34.6391,-120.4579,58.57,100,90,2.39,mist
457,Gravdal,NO,68.1214,13.5031,49.06,86,39,11.61,scattered clouds
458,Wageningen,NL,51.9667,5.6667,64.04,94,90,7.7,mist
459,Katsuura,JP,35.1333,140.3,77.04,84,88,6.62,overcast clouds
460,Praia Da Vitoria,PT,38.7333,-27.0667,64.76,82,20,3.91,few clouds
461,Boyolangu,ID,-8.1181,111.8935,86.09,66,32,2.84,scattered clouds
462,Havoysund,NO,70.9963,24.6622,43.68,87,77,21.23,broken clouds
463,Kufstein,AT,47.5833,12.1667,67.87,96,57,1.01,broken clouds
464,Kalmunai,LK,7.4167,81.8167,87.31,61,100,2.57,overcast clouds
465,Tucupita,VE,9.0622,-62.051,73.15,99,100,2.24,overcast clouds
466,Teya,RU,60.3778,92.6267,56.07,29,47,6.04,scattered clouds
467,Ferrol,ES,43.4832,-8.2369,57.27,86,9,3.56,clear sky
468,Shizunai,JP,42.3339,142.3669,62.62,71,2,7.38,clear sky
469,Makakilo City,US,21.3469,-158.0858,78.57,64,20,16.93,few clouds
470,Leh,IN,34.1667,77.5833,55.11,27,97,3.24,overcast clouds
471,Geraldton,AU,-28.7667,114.6,73.81,33,0,1.01,clear sky
472,Yueyang,CN,29.3333,113.0919,82.58,58,92,9.1,overcast clouds
473,Sinnamary,GF,5.3833,-52.95,76.66,91,99,8.32,overcast clouds
474,Vrangel,RU,42.7297,133.0839,59.23,79,21,8.12,few clouds
475,Albion,US,42.2431,-84.753,74.21,52,1,13.29,clear sky
476,Flinders,AU,-34.5833,150.8552,61.38,52,1,4.59,clear sky
477,Tabas,IR,33.5959,56.9244,103.48,6,0,4.0,clear sky
478,Harper,LR,4.375,-7.7169,77.67,88,100,3.13,moderate rain
479,San Remigio,PH,11.0809,123.9381,86.22,64,94,2.66,overcast clouds
480,Yerbogachen,RU,61.2767,108.0108,55.89,47,100,9.62,overcast clouds
481,Cilegon,ID,-6.0174,106.0538,89.49,70,17,5.26,few clouds
482,Lavrentiya,RU,65.5833,-171.0,33.28,92,98,5.84,light snow
483,Dandong,CN,40.1292,124.3947,77.47,43,3,13.42,clear sky
484,Senneterre,CA,48.3835,-77.2328,68.22,68,100,10.98,moderate rain
485,Puerto Escondido,MX,15.85,-97.0667,81.88,77,87,4.0,overcast clouds
486,Norman Wells,CA,65.282,-126.8329,53.64,66,75,6.91,broken clouds
487,Dasoguz,TM,41.8363,59.9666,93.15,22,0,9.19,clear sky
488,Doha,QA,25.2867,51.5333,107.58,16,0,9.22,clear sky
489,Mmathubudukwane,BW,-24.6,26.4333,40.06,49,0,3.11,clear sky
490,Barra Do Corda,BR,-5.5,-45.25,74.52,71,57,2.33,broken clouds
491,Hambantota,LK,6.1241,81.1185,86.34,79,40,15.28,scattered clouds
492,Beloha,MG,-25.1667,45.05,68.72,76,33,9.19,light rain
493,Santo Andre,BR,-23.6639,-46.5383,66.25,87,0,4.12,clear sky
494,Palafrugell,ES,41.9174,3.1631,67.41,19,20,9.55,few clouds
495,Aplahoue,BJ,6.9333,1.6833,73.69,93,99,4.59,light rain
496,Aasiaat,GL,68.7098,-52.8699,34.84,88,99,14.29,overcast clouds
497,Talaya,RU,61.3833,152.75,47.86,54,86,19.66,overcast clouds
498,Sydney,AU,-33.8679,151.2073,63.3,52,0,1.01,clear sky
499,Beira,MZ,-19.8436,34.8389,60.89,77,20,14.0,few clouds
500,Huadian,CN,42.9633,126.7478,60.3,79,98,13.6,overcast clouds
501,Puerto Leguizamo,CO,-0.1934,-74.7819,69.62,99,72,1.23,broken clouds
502,Shellbrook,CA,53.2168,-106.4011,58.23,45,22,8.46,light rain
503,Gdynia,PL,54.5189,18.5319,65.05,75,0,6.02,clear sky
504,Ustka,PL,54.5805,16.8619,59.97,77,24,7.43,few clouds
505,Gushikawa,JP,26.3544,127.8686,87.39,74,75,19.75,broken clouds
506,Rehoboth,NA,-23.3167,17.0833,44.71,54,0,5.55,clear sky
507,Abha,SA,18.2164,42.5053,78.62,14,0,6.29,clear sky
508,Markova,UA,48.6758,24.4138,58.59,63,81,0.36,broken clouds
509,Nerchinskiy Zavod,RU,51.3088,119.61,72.21,35,61,8.81,broken clouds
510,Aswan,EG,24.0934,32.907,83.84,22,0,20.0,clear sky
511,Marawi,PH,7.9986,124.2928,83.1,55,88,2.46,light rain
512,Along,IN,28.1667,94.7667,76.51,85,99,0.69,overcast clouds
513,Tigzirt,DZ,36.8886,4.1198,71.24,82,74,3.4,broken clouds
514,Iracoubo,GF,5.4802,-53.2011,76.39,92,91,8.25,overcast clouds
515,Bundaberg,AU,-24.85,152.35,71.89,43,0,10.36,clear sky
516,Rajbiraj,NP,26.5333,86.75,100.87,32,0,8.41,clear sky
517,Saint-Denis,FR,48.9167,2.3333,58.75,90,90,3.0,overcast clouds
518,El Cope,PA,8.6167,-80.6,70.84,93,86,4.36,overcast clouds
519,Puerto Ayacucho,VE,5.6639,-67.6236,74.14,96,95,6.51,overcast clouds
520,Jiwani,PK,25.05,61.7417,85.19,74,15,12.44,few clouds
521,Awbari,LY,26.5921,12.7805,81.55,29,0,14.74,clear sky
522,Prado,BR,-17.3411,-39.2208,72.93,89,86,7.34,moderate rain
523,Sorland,NO,67.667,12.6934,47.84,95,24,14.7,few clouds
524,Portland,US,45.5234,-122.6762,63.03,60,73,3.0,broken clouds
525,San Cristobal,VE,7.7669,-72.225,66.45,96,100,2.19,overcast clouds
526,Nishihara,JP,26.1842,127.7558,87.46,81,90,18.54,overcast clouds
527,Belawan,ID,3.7755,98.6832,86.29,69,100,3.83,overcast clouds
528,Tilichiki,RU,60.4667,166.1,47.88,75,97,6.33,overcast clouds
529,Itupiranga,BR,-5.1347,-49.3267,75.52,93,51,1.14,broken clouds
530,Kutum,SD,14.2,24.6667,80.06,38,87,5.19,overcast clouds
531,Glenwood Springs,US,39.5505,-107.3248,70.83,30,58,1.74,broken clouds
532,Batagay-Alyta,RU,67.8006,130.4114,72.25,34,100,21.83,overcast clouds
533,Sokolovo,RU,52.5318,84.7896,43.47,93,84,13.94,light rain
534,Kingaroy,AU,-26.5333,151.8333,64.44,42,0,13.8,clear sky
535,Khrebtovaya,RU,56.7032,104.2494,56.95,78,100,7.27,overcast clouds
536,Trairi,BR,-3.2778,-39.2689,76.24,82,5,8.52,clear sky
537,Puerto Palomas,MX,31.7667,-107.6167,72.16,34,60,4.29,broken clouds
538,Aksu,CN,41.1231,80.2644,90.72,12,4,9.93,clear sky
539,Saint-Louis,SN,16.3333,-15.0,89.67,24,43,11.95,scattered clouds
540,Alta Floresta,BR,-9.8756,-56.0861,68.74,64,97,3.89,overcast clouds
541,Poronaysk,RU,49.2167,143.1167,59.63,66,85,11.16,overcast clouds
542,Udachnyy,RU,66.4167,112.4,52.97,29,100,19.22,overcast clouds
543,Shaunavon,CA,49.6501,-108.4181,65.98,40,10,13.06,clear sky
544,Kupino,RU,54.3663,77.2981,55.6,41,6,16.11,clear sky
545,Moyale,KE,3.5167,39.0584,69.46,69,50,13.0,scattered clouds
546,Helmsdale,GB,58.1168,-3.6517,55.8,77,70,3.31,broken clouds
547,Rypefjord,NO,70.6333,23.6667,43.27,93,75,11.5,broken clouds
548,Wajima,JP,37.4,136.9,75.88,35,0,15.26,clear sky
549,Maldonado,UY,-34.6667,-54.9167,63.79,99,100,2.77,light rain
550,Keti Bandar,PK,24.1447,67.4497,89.38,60,63,13.73,broken clouds
551,Porto Velho,BR,-8.7619,-63.9039,75.25,94,0,0.0,clear sky
552,Emmett,US,43.8735,-116.4993,79.43,44,5,6.96,clear sky
553,Saint-Augustin,CA,51.226,-58.6502,47.71,71,32,6.89,scattered clouds
554,Bundibugyo,UG,0.7414,30.0417,75.15,64,68,1.79,broken clouds
555,Mount Abu,IN,24.6,72.7,84.34,39,0,8.05,clear sky
556,Dalby,AU,-27.1833,151.2667,63.3,41,0,9.91,clear sky
557,Kawalu,ID,-7.3817,108.2082,91.51,38,1,3.0,clear sky
558,Lysyanka,UA,49.2523,30.8295,59.2,79,41,7.65,scattered clouds
559,Burnie,AU,-41.0667,145.9167,52.63,89,100,23.73,moderate rain
560,Karratha,AU,-20.7377,116.8463,77.86,49,2,15.59,clear sky
561,Redcliffe,AU,-27.2307,153.0973,71.42,43,0,7.14,clear sky
562,Goderich,CA,43.7501,-81.7165,72.21,49,30,13.8,scattered clouds
563,Tonder,DK,54.9331,8.8667,63.21,80,100,1.01,overcast clouds
564,Luneville,FR,48.6,6.5,63.01,96,100,7.14,overcast clouds
565,Florianopolis,BR,-27.6146,-48.5012,67.23,92,75,1.01,broken clouds
566,Ongandjera,NA,-17.8833,15.0667,51.24,36,0,8.79,clear sky
567,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,71.96,98,49,2.42,scattered clouds
568,Inhambane,MZ,-23.865,35.3833,67.1,70,54,15.55,light rain
569,Iquitos,PE,-3.7481,-73.2472,71.64,100,54,3.44,fog
570,Djambala,CG,-2.5447,14.7533,70.5,82,78,3.67,broken clouds
571,Gusau,NG,12.1628,6.6614,78.71,64,18,9.22,few clouds
572,Sisimiut,GL,66.9395,-53.6735,41.49,73,100,7.18,overcast clouds
573,Xining,CN,36.6167,101.7667,77.0,14,5,3.65,clear sky
574,Muroto,JP,33.2833,134.15,71.64,67,100,7.61,overcast clouds
575,Sao Borja,BR,-28.6606,-56.0044,69.04,68,2,10.11,clear sky
576,Pogar,RU,52.554,33.2591,61.5,71,88,7.67,overcast clouds
577,Derzhavinsk,KZ,51.1,66.3167,59.72,28,0,14.72,clear sky
578,Barbate,ES,36.1924,-5.9219,66.31,91,6,4.99,clear sky
579,Ankang,CN,32.68,109.0172,91.02,37,0,5.03,clear sky
580,Gobabis,NA,-22.45,18.9667,43.99,59,0,10.87,clear sky
581,Port Blair,IN,11.6667,92.75,89.64,79,75,8.05,broken clouds
582,Rantepao,ID,-2.9701,119.8978,78.75,80,72,3.0,broken clouds
583,Slave Lake,CA,55.2834,-114.769,57.18,72,20,6.91,few clouds
584,Veraval,IN,20.9,70.3667,88.34,60,82,11.3,broken clouds
585,Soyo,AO,-6.1349,12.3689,77.0,89,85,5.19,overcast clouds
586,Pemba,MZ,-12.974,40.5178,70.5,88,40,11.99,scattered clouds
587,Birjand,IR,32.8663,59.2211,95.47,3,0,6.91,clear sky
588,Serowe,BW,-22.3833,26.7167,45.95,73,2,9.31,clear sky
589,Tezu,IN,27.9167,96.1667,72.36,97,100,1.72,heavy intensity rain
590,Ossora,RU,59.2353,163.0719,47.48,76,100,4.38,overcast clouds
591,Tommot,RU,58.9564,126.2925,79.07,26,4,3.62,clear sky
592,San Quintin,MX,30.4833,-115.95,64.44,88,18,5.08,few clouds
593,Edendale,ZA,-29.6528,30.3147,48.63,70,22,3.76,few clouds
594,Gayny,RU,60.3071,54.3241,73.71,35,51,5.88,broken clouds
595,Volovo,UA,48.5246,23.5056,58.1,76,100,2.8,overcast clouds
596,Tessalit,ML,20.1986,1.0114,92.08,10,9,6.53,clear sky
597,Sabang,ID,5.8933,95.3214,84.09,65,100,15.52,overcast clouds
598,Conde,BR,-7.2597,-34.9075,71.06,94,0,5.84,clear sky
599,Comodoro Rivadavia,AR,-45.8667,-67.5,42.66,61,0,12.66,clear sky
600,Broken Hill,AU,-31.95,141.4333,58.71,55,40,10.36,scattered clouds
601,Acarau,BR,-2.8856,-40.12,76.39,85,4,12.46,clear sky
602,Rio Gallegos,AR,-51.6226,-69.2181,23.05,100,0,11.5,clear sky
603,Bhadasar,IN,28.2833,74.3167,99.66,26,2,6.42,clear sky
604,Bombay,IN,19.0144,72.8479,89.58,66,75,0.0,haze
605,Doka,SD,13.5167,35.7667,87.67,40,60,10.87,broken clouds
606,Yamoussoukro,CI,6.8206,-5.2767,71.49,100,20,3.0,fog
607,Canutama,BR,-6.5339,-64.3831,77.41,67,81,0.56,broken clouds
608,Wewak,PG,-3.5534,143.6268,83.55,74,96,4.12,moderate rain
609,Barentu,ER,15.1139,37.5928,86.32,33,34,4.34,scattered clouds
610,Coihaique,CL,-45.5752,-72.0662,37.35,87,40,5.75,scattered clouds
611,Mpanda,TZ,-6.3655,31.0409,69.04,63,98,5.21,overcast clouds
612,Konakovo,RU,56.7,36.7667,64.49,52,45,7.67,scattered clouds
613,Concordia,AR,-31.393,-58.0209,67.21,85,36,13.0,scattered clouds
614,Dukat,RU,62.55,155.55,44.82,58,8,14.47,clear sky
615,Hommelvik,NO,63.4108,10.7942,60.76,67,0,10.36,clear sky
616,Pemangkat,ID,1.1667,108.9667,85.57,71,38,8.81,scattered clouds
617,Saint-Francois,FR,46.4154,3.9054,60.48,100,90,4.61,overcast clouds
618,San Rafael,AR,-34.6177,-68.3301,51.55,61,32,5.1,scattered clouds
619,Huarmey,PE,-10.0681,-78.1522,64.09,88,43,7.83,scattered clouds
620,Noumea,NC,-22.2763,166.4572,77.0,99,99,2.42,overcast clouds
621,Taltal,CL,-25.4,-70.4833,58.84,86,73,0.34,broken clouds
622,Elat,IL,29.5581,34.9482,75.04,60,0,16.11,clear sky
623,Salinopolis,BR,-0.6136,-47.3561,78.31,85,6,10.38,clear sky
624,Parrita,CR,9.5201,-84.3225,82.17,87,59,4.63,broken clouds
625,Brownsville,US,25.9018,-97.4975,74.08,93,25,1.01,scattered clouds
626,San Policarpo,PH,12.1791,125.5072,84.69,72,86,5.39,overcast clouds
627,Shache,CN,38.4167,77.2406,93.79,9,0,16.75,clear sky
628,Sokoto,NG,13.0609,5.239,81.28,64,6,13.53,clear sky
629,Carutapera,BR,-1.195,-46.02,75.6,93,9,6.46,clear sky
630,Ler,SS,8.3018,30.1418,82.76,49,19,4.79,few clouds
631,Remontnoye,RU,46.5614,43.6501,61.21,70,92,17.13,overcast clouds
632,Tukrah,LY,32.5341,20.5791,71.62,61,0,12.28,clear sky
633,Capao Da Canoa,BR,-29.7456,-50.0097,65.86,82,17,5.35,few clouds
634,Waingapu,ID,-9.6567,120.2641,85.71,66,56,13.13,broken clouds
635,Gat,IL,31.61,34.7642,73.4,29,0,5.39,clear sky
636,Bardiyah,LY,31.7561,25.0865,72.37,53,0,10.78,clear sky
637,Humboldt,US,40.6665,-123.9178,46.6,77,15,2.06,few clouds
638,Hervey Bay,AU,-25.2986,152.8535,71.71,60,1,3.0,clear sky
639,Kirakira,SB,-10.4544,161.9205,82.26,74,96,5.28,overcast clouds
640,Inyonga,TZ,-6.7167,32.0667,67.96,62,37,7.4,scattered clouds
641,Kozhva,RU,65.1073,57.0459,70.29,37,52,5.7,broken clouds
642,Kualakapuas,ID,-3.0091,114.3876,93.36,40,26,3.11,scattered clouds
643,Ayagoz,KZ,47.9714,80.4392,54.36,49,27,24.85,scattered clouds
644,Dolhasca,RO,47.4333,26.6,67.48,63,33,4.29,scattered clouds
645,Sarkand,KZ,45.41,79.9186,60.6,80,88,2.21,overcast clouds
646,Puerto Carreno,CO,6.189,-67.4859,75.42,93,99,5.48,moderate rain
647,Ekibastuz,KZ,51.6667,75.3667,59.2,30,4,14.07,clear sky
648,Aklavik,CA,68.2191,-135.0107,38.23,94,100,15.03,overcast clouds
649,Ocean Springs,US,30.4113,-88.8278,76.01,96,98,5.75,overcast clouds
650,Nizwa,OM,22.9333,57.5333,108.27,7,0,1.77,clear sky
651,Kerema,PG,-7.9631,145.7785,77.11,91,100,4.0,light rain
652,Eyrarbakki,IS,63.863,-21.1481,46.45,86,79,12.24,broken clouds
653,Tarauaca,BR,-8.1614,-70.7656,71.83,75,100,0.31,overcast clouds
654,Khorixas,NA,-20.3667,14.9667,56.57,34,0,17.58,clear sky
655,Usinsk,RU,65.9939,57.5281,60.08,48,99,16.06,overcast clouds
656,Bacolod,PH,10.6667,122.95,82.08,81,100,6.51,overcast clouds
657,Champawat,IN,29.3333,80.1,85.53,26,82,3.42,broken clouds
658,Surt,LY,31.2089,16.5887,70.7,66,21,14.18,few clouds
659,Guaratinga,BR,-16.5667,-39.5667,70.47,98,93,3.71,overcast clouds
660,San Carlos De Bariloche,AR,-41.1456,-71.3082,37.15,87,40,8.59,scattered clouds
661,Coari,BR,-4.085,-63.1414,73.49,96,53,2.64,broken clouds
662,Touros,BR,-5.1989,-35.4608,72.5,82,16,10.25,few clouds
663,Port Lincoln,AU,-34.7333,135.8667,64.15,67,99,17.18,overcast clouds
664,Lebedinyy,RU,58.5167,125.5167,71.91,29,5,6.91,clear sky
665,Heilbron,ZA,-27.2812,27.9709,40.03,48,0,6.35,clear sky
666,Berlevag,NO,70.8578,29.0864,44.51,78,100,22.06,overcast clouds
667,Kahului,US,20.8947,-156.47,78.06,78,98,20.0,overcast clouds
668,Muisne,EC,0.6,-80.0333,76.89,89,78,7.63,broken clouds
669,Ville-Marie,CA,47.3335,-79.433,68.0,72,93,11.21,overcast clouds
670,Lagoa,PT,39.05,-27.9833,62.11,88,83,6.15,broken clouds
671,Pangai,TO,-19.8,-174.35,75.31,69,40,8.05,light rain
672,Storforshei,NO,66.4043,14.5233,58.66,70,23,3.89,few clouds
673,Mbour,SN,14.422,-16.9638,74.25,79,38,6.91,scattered clouds
674,Chemal,RU,51.4111,86.005,48.51,85,99,3.96,overcast clouds
675,Lampazos De Naranjo,MX,27.0167,-100.5167,77.32,65,62,5.59,broken clouds
676,Ladario,BR,-19.0047,-57.6017,70.48,48,42,2.77,scattered clouds
677,Kaeo,NZ,-35.1,173.7833,62.33,80,100,10.56,light rain
678,Hamada,JP,34.8833,132.0833,75.99,61,100,12.19,overcast clouds
679,Batagay,RU,67.6333,134.6333,84.47,22,100,19.35,overcast clouds
680,Ginda,IN,30.6945,78.4932,83.07,25,31,6.82,scattered clouds
681,Lensk,RU,60.7253,114.9278,66.9,48,99,10.02,overcast clouds
682,Byron Bay,AU,-28.65,153.6167,70.05,66,59,12.26,broken clouds
683,Bafoulabe,ML,13.8065,-10.8321,91.2,31,54,4.65,broken clouds
684,Parakou,BJ,9.3372,2.6303,71.69,93,91,6.85,overcast clouds
685,Manaskent,RU,42.7275,47.6785,72.77,56,20,8.01,few clouds
686,Ciudad Bolivar,VE,8.1222,-63.5497,76.1,90,100,7.92,overcast clouds
687,Olinda,BR,-8.0089,-34.8553,71.33,88,75,7.45,broken clouds
688,Teapa,MX,17.55,-92.95,77.4,89,94,2.42,overcast clouds
689,Warrington,GB,53.3925,-2.5802,58.48,83,1,1.01,clear sky
690,Asyut,EG,27.181,31.1837,69.98,41,0,18.21,clear sky
691,Knysna,ZA,-34.0363,23.0471,48.58,45,0,5.7,clear sky
692,Greenwood,US,34.1668,-82.1165,73.76,81,1,3.44,clear sky
693,Puerto Madryn,AR,-42.7692,-65.0385,46.42,58,0,15.77,clear sky
694,Shelburne,CA,44.0787,-80.2041,66.42,67,30,16.75,scattered clouds
695,Gambela,ET,8.25,34.5833,73.0,89,83,3.98,light rain
696,Totness,SR,5.8833,-56.3167,75.79,90,84,7.31,broken clouds
697,Wilmington,US,34.2257,-77.9447,75.85,90,69,1.01,broken clouds
698,Barra Patuca,HN,15.8,-84.2833,78.1,85,7,8.37,clear sky
699,Douglas,US,41.3,-96.167,78.1,53,1,11.7,clear sky
700,Hofn,IS,64.2539,-15.2082,46.8,98,99,8.86,overcast clouds
